y,ba,ca,sr,cd,ti,zr,sn,hf,,features,hf,rA,rB,t,tA.B,TA.B,dA.O,dB.O,ao,AO,AEN,BEN,en,EN,AEN.P,BEN.P,enp,ENP,AEN.MB,BEN.MB,enmb,ENMB,DA,DB,d,D,ACVW,BCVW,cvw,CVW,AEVW,BEVW,evw,EVW,AD,BD,d1,D1,AEC,BEC,ec,EC,ATC,BTC,tc,TC,AHA,BHA,ha,HA,AHF,BHF,hf0,HF,AEA,BEA,ea,EA,AAV,BAV,av,AV,AP,BP,p,P,AAR,BAR,ar,AR,AAN,BAN,an,AN,ARAM,BRAM,ram,RAM,APE,BPE,pe,PE,NCT,NTO,ZeffA,ZeffB,z,Z,TEA,TEB,te,TE
0.034,60,40,0,0,94,0,6,0,,,0,150.2,61.01,1.020866404,9163.702,2.461891493,216.08,182.04,39335.2032,1.18699187,232,350.1,81223.2,0.662667809,93.4,156.52,14618.968,0.596728853,111.6,186.12,20770.992,0.599613153,5,24.46,122.3,0.204415372,258,215.6,55624.8,1.196660482,294.2,244.12,71820.104,1.205145011,279.2,466.59,130271.928,0.59838402,13710.8,2778,38088602.4,4.935493161,9144,2459.4,22488753.6,3.717979995,17928,45983.2,824386809.6,0.389881522,768.8,1373.138,1055668.494,0.559885459,53746.22,66195.9,3557779404,0.811926721,3317.2,1096.602,3637648.154,3.024980804,3294,1418.6,4672868.4,2.322007613,21320,14712,313659840,1.449157151,4160,2368,9850880,1.756756757,9842.74,5211.758,51297978.94,1.888564281,520,406,211120,1.280788177,-6,-34,630.8,819.76,517104.608,0.76949351,2128,940.4,2001171.2,2.262866865
0.024,55,45,0,0,97,0,3,0,,,0,148.85,60.755,1.017408047,9043.38175,2.450004115,214.465,181.77,38983.30305,1.179870166,231,347.55,80284.05,0.664652568,93.95,155.26,14586.677,0.605114002,112.05,186.06,20848.023,0.602225089,5,24.73,123.65,0.202183583,256.5,215.3,55224.45,1.191360892,292.85,244.06,71472.971,1.199909858,268.85,458.295,123212.6108,0.586630882,15048.4,2589,38960307.6,5.812437234,10057,2324.7,23379507.9,4.326149611,17919,46486.6,832993385.4,0.385465919,775.9,1394.069,1081658.137,0.556572164,54180.885,66047.7,3578522838,0.820329625,3257.6,1079.451,3516419.578,3.01783036,3209.5,1439.3,4619433.35,2.229903425,21185,14706,311546610,1.440568475,3980,2284,9090320,1.742556918,9356.495,4999.229,46775261.14,1.871587599,510,403,205530,1.265508685,-3,-42,614.9,816.88,502299.512,0.752742141,2136.5,900.2,1923277.3,2.373361475
0.116,85.6,14.4,0,0,94,0,6,0,,,0,157.112,61.01,1.045181457,9585.40312,2.575184396,224.3488,182.04,40840.45555,1.232414854,237.12,350.1,83015.712,0.677292202,90.584,156.52,14178.20768,0.578737542,109.296,186.12,20342.17152,0.587234043,5,24.46,122.3,0.204415372,265.68,215.6,57280.608,1.232282004,301.112,244.12,73507.46144,1.233458955,332.192,466.59,154997.4653,0.711956964,6862.288,2778,19063436.06,2.470226062,4469.44,2459.4,10992140.74,1.81728877,17974.08,45983.2,826505715.5,0.390883627,732.448,1373.138,1005752.182,0.533411791,51520.7352,66195.9,3410461435,0.778307043,3622.352,1096.602,3972278.448,3.303251316,3726.64,1418.6,5286611.504,2.626984351,22011.2,14712,323828774.4,1.496139206,5081.6,2368,12033228.8,2.145945946,12332.3144,5211.758,64273038.23,2.366248471,571.2,406,231907.2,1.406896552,-6,-8.4,712.208,819.76,583839.6301,0.868800625,2084.48,940.4,1960244.992,2.216588686
0.092,83.8,16.2,0,0,97,0,3,0,,,0,156.626,60.755,1.044797228,9515.81263,2.577993581,223.7674,181.77,40674.2003,1.231046927,236.76,347.55,82285.938,0.681225723,90.782,155.26,14094.81332,0.58470952,109.458,186.06,20365.75548,0.588294099,5,24.73,123.65,0.202183583,265.14,215.3,57084.642,1.231490943,300.626,244.06,73370.78156,1.231770876,328.466,458.295,150534.3255,0.716713034,7343.824,2589,19013160.34,2.836548474,4798.12,2324.7,11154189.56,2.063973846,17970.84,46486.6,835403250.7,0.386581079,735.004,1394.069,1024646.291,0.527236457,51677.2146,66047.7,3413161167,0.782422622,3600.896,1079.451,3886990.788,3.335858691,3696.22,1439.3,5319969.446,2.568067811,21962.6,14706,322981995.6,1.493444852,5016.8,2284,11458371.2,2.196497373,12157.2662,4999.229,60776957.75,2.431828228,567.6,403,228742.8,1.408436725,-3,-13.2,706.484,816.88,577112.6499,0.864856527,2087.54,900.2,1879203.508,2.318973561
0.06,82.9,17.1,0,0,98.5,0,1.5,0,,,0,156.383,60.6275,1.044604747,9481.110333,2.579407035,223.4767,181.635,40591.1904,1.230361439,236.58,346.275,81921.7395,0.683214208,90.881,154.63,14052.92903,0.587732005,109.539,186.03,20377.54017,0.588824383,5,24.865,124.325,0.201085864,264.87,215.15,56986.7805,1.231094585,300.383,244.03,73302.46349,1.230926525,326.603,454.1475,148325.9359,0.719156221,7584.592,2494.5,18919764.74,3.040525957,4962.46,2257.35,11202009.08,2.19835648,17969.22,46738.3,839850795.1,0.384464561,736.282,1404.5345,1034133.471,0.52421781,51755.4543,65973.6,3414493640,0.784487345,3590.168,1070.8755,3844622.952,3.352554055,3681.01,1449.65,5336176.147,2.539240506,21938.3,14703,322558824.9,1.492096851,4984.4,2242,11175024.8,2.223193577,12069.7421,4892.9645,59056819.62,2.46675448,565.8,401.5,227168.7,1.409215442,-1.5,-15.6,703.622,815.44,573761.5237,0.862874031,2089.07,880.1,1838590.507,2.373673446
0.042,95,0,5,0,80,20,0,0,,,0,160.15,62.8,1.046548993,10057.42,2.550159236,228.14,183.94,41964.0716,1.240295749,238,348.8,83014.4,0.68233945,89.3,149.8,13377.14,0.596128171,108.25,182.8,19788.1,0.592177243,5,22.6,113,0.221238938,269.25,218,58696.5,1.235091743,304.45,246.6,75077.37,1.23459043,357.05,490.2,175025.91,0.728376173,3238.5,2396,7759446,1.351627713,1925,2204,4242700,0.873411978,17922,49768,891942096,0.360110915,713.55,1552,1107429.6,0.459761598,50501.43,66131.06,3339713097,0.763656745,3770.25,1129.64,4259025.21,3.337567721,3909.5,1526,5965897,2.561926606,22355,14960,334430800,1.494318182,5510,2560,14105600,2.15234375,13484.165,5653.84,76237311.44,2.38495695,595,420,249900,1.416666667,-25,15,750.45,912.6,684860.67,0.822320842,2069.5,802,1659739,2.58042394
0.041,90,0,10,0,80,20,0,0,,,0,159.3,62.8,1.043585253,10004.04,2.536624204,227.28,183.94,41805.8832,1.235620311,236,348.8,82316.8,0.676605505,89.6,149.8,13422.08,0.598130841,108.5,182.8,19833.8,0.593544858,5,22.6,113,0.221238938,268.5,218,58533,1.231651376,303.9,246.6,74941.74,1.232360097,352.1,490.2,172599.42,0.718278254,3467,2396,8306932,1.446994992,2010,2204,4430040,0.911978221,17844,49768,888060192,0.358543643,715.1,1552,1109835.2,0.460760309,50733.96,66131.06,3355090553,0.767172944,3746.5,1129.64,4232196.26,3.316543324,3849,1526,5873574,2.522280472,22310,14960,333757600,1.49131016,5420,2560,13875200,2.1171875,13235.63,5653.84,74832134.32,2.34099833,590,420,247800,1.404761905,-30,10,742.9,912.6,677970.54,0.814047776,2079,802,1667358,2.592269327
0.042,85,0,15,0,80,20,0,0,,,0,158.45,62.8,1.040621512,9950.66,2.523089172,226.42,183.94,41647.6948,1.230944873,234,348.8,81619.2,0.67087156,89.9,149.8,13467.02,0.600133511,108.75,182.8,19879.5,0.594912473,5,22.6,113,0.221238938,267.75,218,58369.5,1.228211009,303.35,246.6,74806.11,1.230129765,347.15,490.2,170172.93,0.708180335,3695.5,2396,8854418,1.54236227,2095,2204,4617380,0.950544465,17766,49768,884178288,0.35697637,716.65,1552,1112240.8,0.461759021,50966.49,66131.06,3370468008,0.770689144,3722.75,1129.64,4205367.31,3.295518926,3788.5,1526,5781251,2.482634338,22265,14960,333084400,1.488302139,5330,2560,13644800,2.08203125,12987.095,5653.84,73426957.19,2.297039711,585,420,245700,1.392857143,-35,5,735.35,912.6,671080.41,0.80577471,2088.5,802,1674977,2.604114713
0.03,83,0,17,0,79,21,0,0,,,0,158.11,62.915,1.038846927,9947.49065,2.513073194,226.076,184.062,41612.00071,1.228260043,233.2,348.99,81384.468,0.668213989,90.02,149.59,13466.0918,0.601778194,108.85,182.64,19880.364,0.595981165,5,22.48,112.4,0.222419929,267.45,218.15,58344.2175,1.22599129,303.13,246.73,74791.2649,1.228589957,345.17,492.21,169896.1257,0.70126572,3786.9,2395.8,9072655.02,1.580641122,2129,2204.7,4693806.3,0.965664263,17734.8,49906.9,885088890.1,0.355357676,717.27,1558.85,1118116.34,0.460127658,51059.502,66142.638,3377210157,0.771960471,3713.25,1133.007,4207138.243,3.27734074,3764.3,1529.3,5756743.99,2.461452952,22247,14973,333104331,1.485807787,5294,2578,13647932,2.053529868,12887.681,5697.197,73423657.53,2.262109069,583,421,245443,1.3847981,-38,4,732.33,917.53,671934.7449,0.798153739,2092.3,799.1,1671956.93,2.618320611
0.076,80,20,0,0,88,2,10,0,,,0,155.6,61.58,1.03692216,9581.848,2.526794414,222.54,182.644,40645.59576,1.218435864,236,353.88,83515.68,0.666892732,91.2,157.78,14389.536,0.578020028,109.8,185.88,20409.624,0.59070368,5,23.86,119.3,0.209555742,264,216.3,57103.2,1.220527046,299.6,244.46,73240.216,1.225558374,320.6,481.67,154423.402,0.66560093,8360.4,3029.6,25328667.84,2.759572221,5492,2640.4,14501076.8,2.079987881,17964,45589.8,818975167.2,0.394035508,740.4,1358.93,1006151.772,0.544840426,52007.56,66416.656,3454168222,0.783049963,3555.6,1126.204,4004330.942,3.157154476,3632,1397.6,5076083.2,2.598740698,21860,14746,322347560,1.482435915,4880,2516,12278080,1.939586645,11787.72,5581.844,65797214.16,2.111796747,560,412,230720,1.359223301,-12,-8,694.4,833.46,578754.624,0.833153361,2094,988.2,2069290.8,2.11900425
0.15,84,16,0,0,90,10,0,0,,,0,156.68,61.65,1.040349376,9659.322,2.541443633,223.832,182.72,40898.58304,1.225,236.8,346.9,82145.92,0.682617469,90.76,151.9,13786.444,0.597498354,109.44,184.4,20180.736,0.593492408,5,23.8,119,0.210084034,265.2,216.5,57415.8,1.224942263,300.68,245.3,73756.804,1.22576437,328.88,470.1,154606.488,0.699595831,7290.32,2398,17482187.36,3.040166806,4761.6,2197,10461235.2,2.167319071,17971.2,48379,869428684.8,0.371466959,734.72,1483.5,1089957.12,0.495261207,51659.828,66015.28,3410338010,0.782543496,3603.28,1095.97,3949086.782,3.287754227,3699.6,1493,5523502.8,2.477963831,21968,14830,325785440,1.481321645,5024,2380,11957120,2.11092437,12176.716,5220.27,63565745.23,2.332583564,568,410,232880,1.385365854,-10,-6,707.12,863.3,610456.696,0.81908954,2087.2,831,1734463.2,2.511672684
0.08,85,15,0,0,89,11,0,0,,,0,156.95,61.765,1.040702661,9694.01675,2.541083138,224.155,182.842,40984.94851,1.22594918,237,347.09,82260.33,0.682820018,90.65,151.69,13750.6985,0.597600369,109.35,184.24,20146.644,0.593519323,5,23.68,118.4,0.211148649,265.5,216.65,57520.575,1.225478883,300.95,245.43,73862.1585,1.226215214,330.95,472.11,156244.8045,0.701001885,7022.8,2397.8,16839269.84,2.928851447,4579,2197.7,10063268.3,2.083541885,17973,48517.9,872012216.7,0.3704406,733.3,1490.35,1092873.655,0.492032073,51572.895,66026.858,3405196215,0.781089644,3615.2,1099.337,3974323.122,3.28852754,3716.5,1496.3,5560998.95,2.483793357,21995,14843,326471785,1.481843293,5060,2398,12133880,2.110091743,12273.965,5263.627,64605573.57,2.331845513,570,411,234270,1.386861314,-11,-4,710.3,868.23,616703.769,0.818101194,2085.5,828.1,1727002.55,2.51841565
0.05,60,10,30,0,90,10,0,0,,,0,153.2,61.65,1.028146276,9444.78,2.484995945,220.61,182.72,40309.8592,1.207366462,226,346.9,78399.4,0.651484578,91.9,151.9,13959.61,0.605003292,110.4,184.4,20357.76,0.598698482,5,23.8,119,0.210084034,262.5,216.5,56831.25,1.212471132,299,245.3,73344.7,1.218915614,311.6,470.1,146483.16,0.662837694,7056.2,2398,16920767.6,2.942535446,4176,2197,9174672,1.900773782,17514,48379,847309806,0.362016577,735.5,1483.5,1091114.25,0.49578699,52533.41,66015.28,3468007771,0.795776523,3532.3,1095.97,3871294.831,3.22298968,3438,1493,5132934,2.302746149,21860,14830,324183800,1.47403911,4700,2380,11186000,1.974789916,11269,5220.27,58827222.63,2.158700604,550,410,225500,1.341463415,-40,-30,680.9,863.3,587820.97,0.788717711,2134,831,1773354,2.567990373
0.04,76,24,0,0,99,1,0,0,,,0,154.52,60.615,1.038103265,9366.2298,2.549203992,221.248,181.622,40183.50426,1.218178415,235.2,345.19,81188.688,0.681363887,91.64,153.79,14093.3156,0.595877495,110.16,185.84,20472.1344,0.592767972,5,24.88,124.4,0.20096463,262.8,215.15,56541.42,1.221473391,298.52,244.13,72877.6876,1.222791136,312.32,452.01,141171.7632,0.690958165,9430.48,2399.8,22631265.9,3.929694141,6222.4,2190.7,13631411.68,2.840370658,17956.8,47128.9,846284231.5,0.381014622,746.08,1421.85,1060813.848,0.52472483,52355.292,65911.078,3450793735,0.794332206,3507.92,1065.667,3738274.583,3.291759996,3564.4,1463.3,5215786.52,2.435864143,21752,14713,320037176,1.478420445,4736,2218,10504448,2.135256988,11398.724,4830.057,55056486.65,2.359956415,552,401,221352,1.376558603,-1,-23,681.68,818.93,558248.2024,0.832403258,2100.8,857.1,1800595.68,2.451055886
0.09,82,18,0,0,88,12,0,0,,,0,156.14,61.88,1.037272689,9661.9432,2.523270847,223.186,182.964,40835.0033,1.219835596,236.4,347.28,82096.992,0.680718728,90.98,151.48,13781.6504,0.600607341,109.62,184.08,20178.8496,0.595501956,5,23.56,117.8,0.212224109,264.6,216.8,57365.28,1.220479705,300.14,245.56,73702.3784,1.22226747,324.74,474.12,153965.7288,0.684932085,7825.36,2397.6,18762083.14,3.263830497,5126.8,2198.4,11270757.12,2.33205968,17967.6,48656.8,874245919.7,0.369272126,737.56,1497.2,1104274.832,0.492626236,51833.694,66038.436,3423016084,0.784901902,3579.44,1102.704,3947062.806,3.246056965,3665.8,1499.6,5497233.68,2.444518538,21914,14856,325554384,1.475094238,4952,2416,11964032,2.049668874,11982.218,5306.984,63589439.21,2.257820638,564,412,232368,1.368932039,-12,-6,700.76,873.16,611875.6016,0.802556233,2090.6,825.2,1725163.12,2.533446437
0.07,83,17,0,0,87,13,0,0,,,0,156.41,61.995,1.037627323,9696.63795,2.522945399,223.509,183.086,40921.36877,1.220786953,236.6,347.47,82211.402,0.680922094,90.87,151.27,13745.9049,0.600713955,109.53,183.92,20144.7576,0.595530666,5,23.44,117.2,0.21331058,264.9,216.95,57470.055,1.221018668,300.41,245.69,73807.7329,1.222719687,326.81,476.13,155604.0453,0.686388171,7557.84,2397.4,18119165.62,3.152515225,4944.2,2199.1,10872790.22,2.248283389,17969.4,48795.7,876829451.6,0.368257859,736.14,1504.05,1107191.367,0.489438516,51746.761,66050.014,3417874289,0.783448146,3591.36,1106.071,3972299.147,3.246952501,3682.7,1502.9,5534729.83,2.450395901,21941,14869,326240729,1.475620418,4988,2434,12140792,2.049301561,12079.467,5350.341,64629267.55,2.257700397,566,413,233758,1.370460048,-13,-4,703.94,878.09,618122.6746,0.80167181,2088.9,822.3,1717702.47,2.540313754
0.03,78,22,0,0,100,0,0,0,,,0,155.06,60.5,1.040603131,9381.13,2.562975207,221.894,181.5,40273.761,1.222556474,235.6,345,81282,0.682898551,91.42,154,14078.68,0.593636364,109.98,186,20456.28,0.591290323,5,25,125,0.2,263.4,215,56631,1.225116279,299.06,244,72970.64,1.225655738,316.46,450,142407,0.703244444,8895.44,2400,21349056,3.706433333,5857.2,2190,12827268,2.674520548,17960.4,46990,843959196,0.382217493,743.24,1415,1051684.6,0.525257951,52181.426,65899.5,3438729883,0.791833413,3531.76,1062.3,3751788.648,3.324635225,3598.2,1460,5253372,2.464520548,21806,14700,320548200,1.483401361,4808,2200,10577600,2.185454545,11593.222,4786.7,55493275.75,2.421965446,556,400,222400,1.39,0,-22,688.04,814,560064.56,0.845257985,2097.4,860,1803764,2.438837209
0.075,84,16,0,0,85,15,0,0,,,0,156.68,62.225,1.037391281,9749.413,2.51795902,223.832,183.33,41035.12056,1.220924017,236.8,347.85,82370.88,0.680753198,90.76,150.85,13691.146,0.601657275,109.44,183.6,20093.184,0.596078431,5,23.2,116,0.215517241,265.2,217.25,57614.7,1.220713464,300.68,245.95,73952.246,1.222524903,328.88,480.15,157911.732,0.684952619,7290.32,2397,17474897.04,3.041435127,4761.6,2200.5,10477900.8,2.163871847,17971.2,49073.5,881909683.2,0.366209869,734.72,1517.75,1115121.28,0.484084994,51659.828,66073.17,3413328598,0.781857871,3603.28,1112.805,4009748,3.238015645,3699.6,1509.5,5584546.2,2.450877774,21968,14895,327213360,1.474857335,5024,2470,12409280,2.034008097,12176.716,5437.055,66205474.61,2.239579331,568,415,235720,1.368674699,-15,-1,707.12,887.95,627887.204,0.796351146,2087.2,816.5,1704198.8,2.556276791
0.036,76,24,0,0,97,3,0,0,,,0,154.52,60.845,1.036914468,9401.7694,2.539567754,221.248,181.866,40237.48877,1.216544049,235.2,345.57,81278.064,0.680614637,91.64,153.37,14054.8268,0.597509291,110.16,185.52,20436.8832,0.593790427,5,24.64,123.2,0.202922078,262.8,215.45,56620.26,1.219772569,298.52,244.39,72955.3028,1.221490241,312.32,456.03,142427.2896,0.684867224,9430.48,2399.4,22627493.71,3.930349254,6222.4,2192.1,13640123.04,2.838556635,17956.8,47406.7,851272630.6,0.378781902,746.08,1435.55,1071035.144,0.519717182,52355.292,65934.234,3452006074,0.794053238,3507.92,1072.401,3761896.916,3.271089826,3564.4,1469.9,5239311.56,2.424926866,21752,14739,320602728,1.47581247,4736,2254,10674944,2.101153505,11398.724,4916.771,56044915.6,2.318335347,552,403,222456,1.369727047,-3,-21,681.68,828.79,564969.5672,0.822500271,2100.8,851.3,1788411.04,2.467755198
0.084,81,17,2,0,88,12,0,0,,,0,156.07,61.88,1.037027504,9657.6116,2.522139625,223.165,182.964,40831.16106,1.219720819,235.8,347.28,81888.624,0.678991016,90.99,151.48,13783.1652,0.600673356,109.63,184.08,20180.6904,0.59555628,5,23.56,117.8,0.212224109,264.6,216.8,57365.28,1.220479705,300.19,245.56,73714.6564,1.222471086,324.83,474.12,154008.3996,0.68512191,7649.24,2397.6,18339817.82,3.190373707,4978.2,2198.4,10944074.88,2.264465066,17938.2,48656.8,872815409.8,0.368667894,736.76,1497.2,1103077.072,0.492091905,51839.773,66038.436,3423417532,0.784993954,3581.86,1102.704,3949731.349,3.248251571,3658.5,1499.6,5486286.6,2.439650573,21923,14856,325688088,1.475700054,4952,2416,11964032,2.049668874,11980.053,5306.984,63577949.59,2.257412685,564,412,232368,1.368932039,-14,-7,700.92,873.16,612015.3072,0.802739475,2092.7,825.2,1726896.04,2.535991275
0.141,89,11,0,0,90,10,0,0,,,0,158.03,61.65,1.045083338,9742.5495,2.563341444,225.447,182.72,41193.67584,1.23383866,237.8,346.9,82492.82,0.685500144,90.21,151.9,13702.899,0.593877551,108.99,184.4,20097.756,0.591052061,5,23.8,119,0.210084034,266.7,216.5,57740.55,1.23187067,302.03,245.3,74087.959,1.231267835,339.23,470.1,159472.023,0.721612423,5952.72,2398,14274622.56,2.482368641,3848.6,2197,8455374.2,1.75175239,17980.2,48379,869864095.8,0.37165299,727.62,1483.5,1079424.27,0.490475228,51225.163,66015.28,3381643478,0.775959187,3662.88,1095.97,4014406.594,3.342135277,3784.1,1493,5649661.3,2.534561286,22103,14830,327787490,1.490424815,5204,2380,12385520,2.186554622,12662.961,5220.27,66104075.42,2.425729129,578,410,236980,1.409756098,-10,-1,723.02,863.3,624183.166,0.83750724,2078.7,831,1727399.7,2.501444043
0.096,91,9,0,0,88,12,0,0,,,0,158.57,61.88,1.045784111,9812.3116,2.562540401,226.093,182.964,41366.87965,1.235723968,238.2,347.28,82722.096,0.685901866,89.99,151.48,13631.6852,0.594071825,108.81,184.08,20029.7448,0.591101695,5,23.56,117.8,0.212224109,267.3,216.8,57950.64,1.232933579,302.57,245.56,74299.0892,1.232163219,343.37,474.12,162798.5844,0.724225934,5417.68,2397.6,12989429.57,2.259626293,3483.4,2198.4,7657906.56,1.584516012,17983.8,48656.8,875034159.8,0.369605071,724.78,1497.2,1085140.616,0.484090302,51051.297,66038.436,3371347810,0.773054301,3686.72,1102.704,4065360.891,3.343345086,3817.9,1499.6,5725322.84,2.545945585,22157,14856,329164392,1.491451265,5276,2416,12746816,2.183774834,12857.459,5306.984,68234329.19,2.422743125,582,412,239784,1.412621359,-12,3,729.38,873.16,636865.4408,0.83533373,2075.3,825.2,1712537.56,2.514905477
0.066,88,9,3,0,81,19,0,0,,,0,158.06,62.685,1.039851338,9907.9911,2.521496371,225.577,183.818,41465.11299,1.227175793,237,348.61,82620.57,0.679842804,90.17,150.01,13526.4017,0.60109326,108.96,182.96,19935.3216,0.595540009,5,22.72,113.6,0.220070423,266.85,217.85,58133.2725,1.224925407,302.24,246.47,74493.0928,1.226275003,340.4,488.19,166179.876,0.697269506,5554.78,2396.2,13310363.84,2.31816209,3534.4,2203.3,7787343.52,1.604139246,17937,49629.1,890197166.7,0.361421021,725.71,1545.15,1121330.807,0.469669611,51190.815,66119.482,3384710171,0.774216819,3672.47,1126.273,4136203.804,3.260728083,3781.6,1522.7,5758242.32,2.483483286,22130,14947,330777110,1.480564662,5222,2542,13274324,2.054287962,12708.338,5610.483,71299914.31,2.265105874,579,419,242601,1.381861575,-22,7,724.85,907.67,657924.5995,0.798583186,2081,804.9,1674996.9,2.585414337
0.144,90,10,0,0,93,0,7,0,,,0,158.3,61.095,1.048917057,9671.3385,2.591046731,225.77,182.13,41119.4901,1.23960907,238,350.95,83526.1,0.678159282,90.1,156.94,14140.294,0.574104753,108.9,186.14,20270.646,0.585043516,5,24.37,121.85,0.205170291,267,215.7,57591.9,1.23783032,302.3,244.14,73803.522,1.23822397,341.3,469.355,160190.8615,0.727168135,5685.2,2841,16151653.2,2.001126364,3666,2504.3,9180763.8,1.463882123,17982,45815.4,823852522.8,0.392488115,726.2,1366.161,992106.1182,0.531562532,51138.23,66245.3,3387667388,0.771952576,3674.8,1102.319,4050801.861,3.333699229,3801,1411.7,5365871.7,2.692498406,22130,14714,325620820,1.504009787,5240,2396,12555040,2.186978297,12760.21,5282.601,67407098.11,2.415516523,580,407,236060,1.425061425,-7,-3,726.2,820.72,596006.864,0.88483283,2077,953.8,1981042.6,2.177605368
0.075,91,9,0,0,89,0,11,0,,,0,158.57,61.435,1.048094404,9741.74795,2.581101978,226.093,182.49,41259.71157,1.23893364,238.2,354.35,84406.17,0.672216735,89.99,158.62,14274.2138,0.567330728,108.81,186.22,20262.5982,0.584308882,5,24.01,120.05,0.208246564,267.3,216.1,57763.53,1.236927348,302.57,244.22,73893.6454,1.238923921,343.37,480.415,164960.0986,0.714736218,5417.68,3093,16756884.24,1.751593922,3483.4,2683.9,9349097.26,1.297887403,17983.8,45144.2,811864264,0.398363466,724.78,1338.253,969939.0093,0.541586681,51051.297,66442.9,3391996221,0.768348416,3686.72,1125.187,4148249.417,3.276539811,3817.9,1384.1,5284355.39,2.75839896,22157,14722,326195354,1.505026491,5276,2508,13232208,2.103668262,12857.459,5565.973,71564269.64,2.310011026,582,411,239202,1.416058394,-11,2,729.38,824.56,601417.5728,0.88456874,2075.3,1007.4,2090657.22,2.060055589
0.043,73,27,0,0,96,4,0,0,,,0,153.71,60.96,1.033470962,9370.1616,2.521489501,220.279,181.988,40088.13465,1.210403983,234.6,345.76,81115.296,0.678505322,91.97,153.16,14086.1252,0.600483155,110.43,185.36,20469.3048,0.595759603,5,24.52,122.6,0.203915171,261.9,215.6,56465.64,1.214749536,297.71,244.52,72796.0492,1.217528219,306.11,458.04,140210.6244,0.668304078,10233.04,2399.2,24551109.57,4.265188396,6770.2,2192.8,14845694.56,3.087468077,17951.4,47545.6,853510083.8,0.377561751,750.34,1442.4,1082290.416,0.52020244,52616.091,65945.812,3469810845,0.797868574,3472.16,1075.768,3735238.619,3.227610414,3513.7,1473.2,5176382.84,2.385080098,21671,14752,319690592,1.46902115,4628,2272,10514816,2.036971831,11106.977,4960.128,55092027.61,2.239252092,546,404,220584,1.351485149,-4,-23,672.14,833.72,560376.5608,0.806193926,2105.9,848.4,1786645.56,2.482201792
0.099,79,21,0,0,91,9,0,0,,,0,155.33,61.535,1.036206358,9558.23155,2.524254489,222.217,182.598,40576.37977,1.216973899,235.8,346.71,81754.218,0.680107294,91.31,152.11,13889.1641,0.600289264,109.89,184.56,20281.2984,0.595416125,5,23.92,119.6,0.2090301,263.7,216.35,57051.495,1.218858331,299.33,245.17,73386.7361,1.220907941,318.53,468.09,149100.7077,0.680488795,8627.92,2398.2,20691477.74,3.597664915,5674.6,2196.3,12463123.98,2.583708965,17962.2,48240.1,866498324.2,0.372349974,741.82,1476.65,1095408.503,0.502366844,52094.493,66003.702,3438429392,0.789266229,3543.68,1092.603,3871835.399,3.243337241,3615.1,1489.7,5385414.47,2.426730214,21833,14817,323499561,1.473510157,4844,2362,11441528,2.050804403,11690.471,5176.913,60520551.3,2.258193445,558,409,228222,1.364303178,-9,-12,691.22,858.37,593322.5114,0.805270454,2095.7,833.9,1747604.23,2.513131071
